Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,27.49,27.34,,2,140,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,25.93,27.71,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,26.86,28.99,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,27.13,26.72,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,1,25.82,28.21,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,1,27.63,28.74,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,1,27.66,28.03,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,1,27.74,30.03,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,1,28.55,27.56,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,1,27.0,28.38,59.7,1,100,41,CNN 16k,IID,CIFAR-10,3327.18,0.2304,0.2009,2.9724,666.92,0.233,0.2038,2.9305
Client 1,2,27.2,28.05,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,26.11,27.7,,2,138,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,27.39,27.77,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,26.16,27.08,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,2,26.09,27.07,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,2,28.25,27.99,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,2,27.54,28.07,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,2,28.7,28.31,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,2,27.66,28.06,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,2,27.36,28.24,57.03,1,100,41,CNN 16k,IID,CIFAR-10,2899.26,0.333,0.3119,2.4547,579.21,0.3359,0.3137,2.4424
Client 1,3,26.48,27.31,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,27.33,28.36,,2,137,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,27.13,29.29,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,26.55,27.87,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,3,25.8,27.13,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,3,28.17,28.48,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,3,27.02,28.19,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,3,28.63,29.25,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,3,27.84,28.44,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,3,28.11,27.65,57.9,1,100,41,CNN 16k,IID,CIFAR-10,2626.79,0.3905,0.3771,2.2378,525.72,0.3884,0.374,2.2483
Client 1,4,27.46,27.75,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,4,27.41,30.51,,2,137,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,27.45,27.68,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,4,26.36,27.56,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,4,27.62,27.9,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,4,28.0,27.67,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,4,27.93,28.14,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,4,30.54,30.21,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,4,28.02,28.15,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,4,28.29,28.33,60.77,1,100,41,CNN 16k,IID,CIFAR-10,2474.07,0.4252,0.4176,2.1286,497.15,0.4214,0.4129,2.1397
Client 1,5,28.61,28.1,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,5,28.06,29.5,,2,138,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,5,26.88,28.79,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,5,27.16,28.18,,2,140,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,5,26.22,27.65,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,5,28.81,28.68,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,5,29.83,29.01,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,5,28.81,27.68,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,5,29.65,28.35,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,5,28.85,28.78,58.86,1,100,41,CNN 16k,IID,CIFAR-10,2349.21,0.4535,0.443,2.002,475.0,0.4457,0.4347,2.0239
Client 1,6,28.09,28.23,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,6,27.52,29.02,,2,139,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,6,28.3,28.24,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,6,27.07,27.84,,2,140,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,6,25.47,26.15,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,6,28.31,28.49,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,6,27.88,28.32,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,6,28.27,28.95,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,6,29.46,31.71,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,6,27.48,28.52,61.19,1,100,41,CNN 16k,IID,CIFAR-10,2266.81,0.4762,0.4703,1.9152,461.46,0.4642,0.458,1.9709
Client 1,7,26.96,28.1,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,7,26.42,27.37,,2,139,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,7,28.13,28.87,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,7,27.26,27.69,,2,140,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,7,25.82,27.16,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,7,27.21,27.22,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,7,29.46,29.91,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,7,27.94,28.9,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,7,27.99,27.88,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,7,28.48,28.44,59.39,1,100,41,CNN 16k,IID,CIFAR-10,2197.54,0.4943,0.4871,1.8405,450.21,0.4796,0.4717,1.9156
Client 1,8,28.18,27.21,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,8,27.07,28.04,,2,137,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,8,27.04,30.98,,2,135,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,8,26.06,27.32,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,8,25.75,27.16,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,8,27.07,27.96,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,8,26.41,28.2,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,8,27.04,28.21,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,8,30.56,28.45,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,8,28.61,27.88,59.03,1,100,41,CNN 16k,IID,CIFAR-10,2143.2,0.5058,0.4962,1.8108,443.12,0.4878,0.4776,1.9014
Client 1,9,26.33,27.48,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,9,24.82,26.17,,2,139,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,9,27.56,25.45,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,9,25.25,26.62,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,9,26.16,27.21,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,9,27.68,27.73,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,9,25.14,25.91,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,9,26.07,26.94,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,9,26.06,25.81,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,9,27.39,28.07,55.48,1,100,41,CNN 16k,IID,CIFAR-10,2098.71,0.5171,0.5104,1.7522,436.15,0.4967,0.4892,1.8534
Client 1,10,27.15,28.33,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,10,25.42,28.48,,2,138,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,10,28.68,29.99,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,10,25.38,27.28,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,10,26.52,29.02,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,10,27.34,29.15,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,10,26.73,30.14,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,10,30.03,29.57,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,10,26.48,32.57,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,10,26.39,28.27,59.62,1,100,41,CNN 16k,IID,CIFAR-10,2071.82,0.5236,0.5183,1.7165,432.49,0.5044,0.4985,1.8085
Client 1,11,26.25,27.73,,2,139,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,11,26.6,28.6,,2,138,40,CNN 16k,IID,CIFAR-10,,,,,,,,
