Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,1.34,0.0,4.93,,2,108,21,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,1.33,0.0,5.35,,2,108,21,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,1.33,0.0,5.25,27.09,2,108,21,CNN 16k,IID,CIFAR-10,2.19,0.1968,0.1375,3.3097,2.2,0.1901,0.1316,3.3605
Client 1,2,2.39,0.0,5.89,,2,110,20,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,2.43,0.0,6.69,,2,109,20,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,2.45,0.0,6.17,30.78,2,109,20,CNN 16k,IID,CIFAR-10,1.99,0.2849,0.2535,2.7274,2.01,0.2814,0.2491,2.7688
Client 1,3,4.24,0.0,7.89,,2,111,19,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,3.98,0.0,7.41,,2,111,19,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,4.06,0.0,7.5,34.92,2,111,19,CNN 16k,IID,CIFAR-10,1.81,0.3391,0.3137,2.493,1.84,0.334,0.3085,2.4951
Client 1,4,5.23,0.0,9.43,,2,111,19,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,4,5.14,0.0,9.0,,2,111,19,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,5.12,0.0,8.76,40.34,2,111,19,CNN 16k,IID,CIFAR-10,1.7,0.3822,0.3677,2.3363,1.73,0.3719,0.3574,2.3718
