Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,1.24,0.19,5.56,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,1.26,0.12,5.32,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,1.13,0.25,4.92,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,1.15,0.15,4.69,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,1,1.19,0.27,4.96,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,1,1.32,0.19,5.58,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 7,1,1.21,0.22,4.91,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 8,1,1.56,0.18,5.26,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 9,1,1.23,0.14,5.06,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 10,1,1.2,0.07,4.86,92.79,2,103,21,CNN 16k,non-IID,CIFAR-10,1.85,0.3004,0.0805,2.6266,2.85,0.1244,0.0386,3.4648
Client 1,2,2.37,0.13,5.77,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,2.51,0.1,6.1,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,2.34,0.19,5.88,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,2.36,0.08,5.87,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,2,2.4,0.18,6.08,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,2,2.48,0.1,6.31,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 7,2,2.5,0.11,6.05,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 8,2,2.35,0.18,5.73,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 9,2,2.31,0.17,5.85,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 10,2,2.48,0.27,6.14,92.72,2,104,20,CNN 16k,non-IID,CIFAR-10,1.75,0.3557,0.1763,2.368,2.9,0.1903,0.1138,3.039
Client 1,3,3.46,0.11,6.72,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,3.76,0.09,7.14,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,3.96,0.14,6.87,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,3.4,0.07,7.08,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,3,3.6,0.24,6.72,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,3,3.53,0.06,7.99,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 7,3,3.6,0.13,7.06,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 8,3,3.55,0.12,6.95,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 9,3,3.92,0.15,7.27,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 10,3,3.44,0.1,6.73,97.24,2,105,19,CNN 16k,non-IID,CIFAR-10,1.64,0.4118,0.2505,2.0622,2.54,0.2528,0.1817,2.7373
Client 1,4,4.85,0.15,8.17,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,4.82,0.2,7.77,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,4.84,0.1,7.92,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,5.23,0.21,8.18,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,4,4.54,0.09,7.82,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,4,5.35,0.22,8.07,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 7,4,4.92,0.16,8.23,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 8,4,4.61,0.11,7.57,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 9,4,4.76,0.19,8.34,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 10,4,4.9,0.24,8.0,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 11,4,1.29,0.07,5.37,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 12,4,1.2,0.14,5.01,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 13,4,1.16,0.22,5.09,,1,67,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 14,4,1.28,0.16,5.38,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 15,4,1.25,0.15,5.25,,1,100,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 16,4,1.29,0.14,4.81,,1,84,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 17,4,1.22,0.07,4.95,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 18,4,1.15,0.11,4.61,,1,67,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 19,4,1.3,0.13,5.11,,1,90,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 20,4,1.31,0.11,5.34,106.16,1,99,19,CNN 16k,non-IID,CIFAR-10,1.48,0.4741,0.2618,1.8974,2.56,0.2527,0.1732,2.7437
Client 1,5,6.48,0.12,9.62,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,5.89,0.15,9.6,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,6.04,0.09,8.88,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
