Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,26.07,26.84,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,23.89,25.3,,2,140,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,24.7,26.82,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,25.2,27.29,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,1,24.83,26.16,,2,137,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,1,25.15,26.22,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,1,26.93,27.66,,1,100,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,1,25.71,26.61,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,1,24.97,25.97,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,1,26.27,27.41,57.29,1,100,41,CNN 16k,IID,CIFAR-10,3398.03,0.2096,0.1683,3.0802,680.82,0.2119,0.1719,3.0566
Client 1,2,27.63,27.14,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,25.43,27.37,,2,139,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,25.4,28.11,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,27.5,29.22,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,2,25.22,29.6,,2,137,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,2,26.57,27.37,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,2,26.71,27.7,,1,100,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,2,25.45,27.83,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,2,27.03,29.48,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,2,27.09,28.69,56.73,1,100,41,CNN 16k,IID,CIFAR-10,3069.29,0.3011,0.2743,2.6609,614.4,0.3036,0.2761,2.6413
Client 1,3,28.44,27.99,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,27.54,28.03,,2,138,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,27.02,27.31,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,27.75,28.89,,2,136,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,3,27.23,27.56,,2,140,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,3,27.64,27.77,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,3,29.46,28.52,,1,100,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,3,28.46,29.94,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,3,27.82,31.72,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,3,30.3,28.45,59.56,1,100,41,CNN 16k,IID,CIFAR-10,2749.78,0.3577,0.338,2.4642,548.76,0.3587,0.3383,2.4544
Client 1,4,26.44,29.59,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,4,28.46,31.0,,2,137,42,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,28.32,27.76,,2,137,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,4,25.09,27.06,,2,138,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,4,27.94,27.93,,2,139,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,4,30.22,29.27,,1,100,41,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,4,27.13,29.34,,1,100,42,CNN 16k,IID,CIFAR-10,,,,,,,,
