Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,24.8,30.83,,2,137,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,25.02,27.81,,2,138,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,25.29,27.18,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,25.54,27.45,,2,139,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,1,25.77,27.75,58.21,2,137,2,CNN 16k,IID,CIFAR-10,3429.75,0.1922,0.1478,3.6079,685.0,0.1956,0.1497,3.6046
Client 1,2,25.22,26.14,,2,140,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,25.61,27.3,,2,138,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,25.9,26.62,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,25.16,26.89,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,2,26.45,27.29,53.75,2,137,2,CNN 16k,IID,CIFAR-10,2800.47,0.3525,0.3398,2.3857,557.74,0.3547,0.341,2.3684
Client 1,3,24.45,25.8,,2,140,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,26.82,29.23,,2,137,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,24.61,26.7,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,25.39,25.96,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,3,24.47,26.91,56.08,2,138,2,CNN 16k,IID,CIFAR-10,2546.43,0.4074,0.396,2.2078,508.52,0.4089,0.3979,2.2002
Client 1,4,24.69,28.28,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,4,27.04,26.89,,2,137,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,25.97,25.87,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,4,24.78,26.86,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,4,25.74,29.12,,2,136,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 6,4,26.53,27.34,,1,100,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 7,4,25.87,27.71,,1,100,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 8,4,27.09,27.33,,1,100,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 9,4,27.11,26.54,,1,100,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 10,4,26.39,26.98,54.87,1,100,2,CNN 16k,IID,CIFAR-10,2400.57,0.4408,0.433,2.035,481.38,0.4405,0.4325,2.0365
Client 1,5,26.75,26.5,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,5,24.97,25.88,,2,139,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,5,25.93,26.57,,2,137,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,5,24.81,24.88,,2,139,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,5,25.13,26.9,53.28,2,137,2,CNN 16k,IID,CIFAR-10,2306.69,0.4612,0.4515,1.9793,464.67,0.4573,0.4468,1.9993
Client 1,6,26.47,26.96,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,6,25.12,26.29,,2,138,3,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,6,25.28,26.63,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,6,23.43,27.21,,2,138,2,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,6,26.74,26.24,53.44,2,137,2,CNN 16k,IID,CIFAR-10,2246.05,0.4779,0.4701,1.9255,454.64,0.4728,0.464,1.9421
