Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,219.75,77.08,,2,199,55,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,221.79,73.51,,2,199,46,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,222.25,74.85,,2,200,47,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,224.96,73.39,304.71,2,199,47,CNN 16k,IID,CIFAR-10,3595.03,0.1208,0.0621,3.2936,719.94,0.119,0.062,3.2962
Client 1,2,222.79,76.45,,2,199,55,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,217.73,76.98,,2,199,47,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,215.12,80.43,,2,199,47,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,220.19,75.93,299.27,2,199,47,CNN 16k,IID,CIFAR-10,3243.32,0.2521,0.2278,2.7744,648.47,0.2573,0.2331,2.7513
Client 1,3,222.96,81.86,,2,200,55,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,224.42,78.08,,2,199,47,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,219.23,82.12,,2,199,47,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,220.16,78.97,304.85,2,199,47,CNN 16k,IID,CIFAR-10,2712.45,0.3655,0.3448,2.3489,540.92,0.3682,0.3474,2.3312
