Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 23,1,0.52,0.06,4.06,,2,109,16,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,1,0.68,0.1,4.97,,2,108,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,1,0.57,0.06,3.78,,2,105,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,1,0.6,0.07,4.21,,1,100,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,1,0.6,0.05,4.67,,1,100,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,1,0.58,0.06,4.52,71.44,1,100,18,CNN 16k,non-IID,CIFAR-10,1.77,0.3261,0.2298,2.5509,2.84,0.1818,0.1197,3.0491
Client 23,2,2.67,0.29,5.7,,2,104,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,2,2.23,0.11,5.55,,2,104,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,2,2.21,0.07,5.77,,2,104,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,2,2.38,0.13,5.75,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,2,2.88,0.13,6.51,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,2,2.41,0.12,5.79,74.57,1,100,22,CNN 16k,non-IID,CIFAR-10,1.68,0.3776,0.213,2.3738,2.72,0.2155,0.1471,2.7781
Client 23,3,3.44,0.13,6.84,,2,105,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,3,3.42,0.12,7.01,,2,105,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,3,3.41,0.27,6.93,,2,105,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,3,3.62,0.08,6.88,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,3,3.39,0.21,6.69,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,3,3.54,0.08,6.86,85.08,1,100,21,CNN 16k,non-IID,CIFAR-10,1.57,0.4418,0.2681,1.9277,2.64,0.2579,0.1898,2.5153
Client 23,4,4.68,0.13,8.02,,2,106,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,4,5.22,0.15,7.84,,2,105,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,4,4.88,0.2,7.83,,2,106,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,4,5.04,0.15,8.09,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,4,4.93,0.15,7.94,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,4,5.65,0.17,8.6,81.26,1,100,21,CNN 16k,non-IID,CIFAR-10,1.46,0.4687,0.281,1.9835,2.53,0.2684,0.1998,2.8372
Client 23,5,5.79,0.23,9.68,,2,106,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,5,5.79,0.14,9.11,,2,106,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,5,5.7,0.15,8.37,,2,106,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,5,5.84,0.2,8.71,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,5,5.82,0.11,8.85,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,5,5.82,0.09,8.92,86.45,1,100,21,CNN 16k,non-IID,CIFAR-10,1.4,0.4964,0.3124,1.972,2.46,0.2851,0.2194,2.7741
Client 23,6,6.65,0.16,9.49,,2,106,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,6,7.25,0.16,10.07,,2,107,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,6,6.96,0.09,9.18,,2,107,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,6,7.58,0.1,10.21,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,6,7.46,0.15,9.94,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,6,7.49,0.09,10.5,89.13,1,100,21,CNN 16k,non-IID,CIFAR-10,1.41,0.4918,0.3649,1.8358,2.27,0.3312,0.2799,2.429
Client 23,7,8.41,0.1,11.37,,2,107,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,7,9.98,0.13,10.66,,2,107,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,7,8.34,0.17,10.85,,2,107,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,7,8.57,0.14,10.54,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,7,8.46,0.1,10.35,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,7,8.47,0.07,12.52,93.93,1,100,21,CNN 16k,non-IID,CIFAR-10,1.33,0.5145,0.3813,1.6673,2.35,0.3503,0.2845,2.3781
Client 23,8,9.31,0.1,11.72,,2,108,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,8,9.15,0.13,11.56,,2,108,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,8,9.62,0.09,11.91,,2,107,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,8,10.3,0.1,12.48,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,8,10.24,0.14,12.41,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,8,10.35,0.33,12.1,99.99,1,100,21,CNN 16k,non-IID,CIFAR-10,1.18,0.5822,0.4279,1.7022,2.18,0.3752,0.3169,2.3321
Client 23,9,11.14,0.31,14.12,,2,108,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,9,10.37,0.08,12.45,,2,108,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,9,10.74,0.12,13.45,,2,108,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,9,11.61,0.15,13.62,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,9,11.42,0.08,13.25,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,9,11.05,0.13,13.33,100.64,1,100,21,CNN 16k,non-IID,CIFAR-10,1.23,0.5543,0.4203,1.5934,2.21,0.3701,0.3161,2.3508
Client 23,10,12.2,0.19,15.07,,2,109,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,10,12.23,0.06,14.98,,2,109,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,10,12.17,0.07,13.99,,2,109,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,10,12.9,0.23,14.69,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,10,12.77,0.18,14.69,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,10,12.85,0.14,14.88,109.5,1,100,21,CNN 16k,non-IID,CIFAR-10,1.18,0.5728,0.42,1.42,2.21,0.3697,0.3069,2.3018
Client 23,11,12.45,0.14,14.65,,2,109,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,11,12.72,0.14,16.53,,2,109,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,11,13.23,0.12,14.72,,2,109,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,11,13.09,0.31,15.6,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
