Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,27.07,27.78,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,25.02,25.84,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,25.31,27.28,63.49,2,137,41,CNN 16k,non-IID,CIFAR-10,2871.32,0.3181,0.1553,2.4544,834.31,0.1914,0.1149,2.9435
Client 1,2,26.17,28.53,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,25.83,27.17,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,24.98,25.41,54.71,2,139,41,CNN 16k,non-IID,CIFAR-10,2465.34,0.4113,0.2656,2.0531,752.14,0.2856,0.221,2.6061
Client 1,3,26.09,28.24,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,25.91,26.64,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,25.45,26.46,54.35,2,139,41,CNN 16k,non-IID,CIFAR-10,2247.68,0.4688,0.3353,1.8123,698.1,0.3298,0.2836,2.4635
Client 1,4,28.47,27.44,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,25.01,28.44,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,26.47,27.95,55.93,2,137,41,CNN 16k,non-IID,CIFAR-10,2160.61,0.4873,0.3677,1.7128,681.6,0.3556,0.3158,2.3517
Client 1,5,28.49,29.04,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,24.94,27.34,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,23.65,26.36,57.55,2,138,41,CNN 16k,non-IID,CIFAR-10,2054.48,0.5158,0.4104,1.6631,648.35,0.3902,0.3595,2.2711
Client 1,6,26.54,26.65,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,26.61,28.75,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,26.47,27.34,55.38,2,137,41,CNN 16k,non-IID,CIFAR-10,1985.39,0.53,0.4205,1.6084,640.55,0.4027,0.367,2.2289
Client 1,7,25.74,27.83,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,25.12,26.78,,2,139,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,26.64,28.67,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,27.39,29.17,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,7,27.8,28.05,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,7,27.54,28.42,56.58,1,100,40,CNN 16k,non-IID,CIFAR-10,1851.66,0.5715,0.419,1.536,628.7,0.4006,0.3552,2.213
Client 1,8,26.09,28.0,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,8,26.08,28.37,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,8,26.05,26.77,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,8,29.53,28.84,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,8,26.97,28.22,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,8,27.49,27.51,58.39,1,100,41,CNN 16k,non-IID,CIFAR-10,1782.65,0.588,0.4306,1.4932,621.26,0.4083,0.3594,2.2085
Client 1,9,27.26,29.52,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,9,26.03,28.41,,2,137,42,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,9,25.34,26.72,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,9,27.99,27.88,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,9,27.39,27.3,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,9,26.53,28.55,56.8,1,100,40,CNN 16k,non-IID,CIFAR-10,1748.7,0.5978,0.4415,1.4506,632.51,0.418,0.3679,2.158
Client 1,10,28.49,27.59,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,10,27.06,27.59,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,10,26.35,27.88,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,10,27.73,28.02,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,10,28.39,29.06,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,10,27.98,29.04,57.47,1,100,40,CNN 16k,non-IID,CIFAR-10,1715.21,0.605,0.4492,1.3994,624.43,0.4203,0.3759,2.1149
Client 1,11,25.69,26.63,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,11,26.36,27.76,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,11,26.55,27.31,54.14,2,137,41,CNN 16k,non-IID,CIFAR-10,1800.3,0.58,0.4846,1.3962,589.44,0.4549,0.4275,2.0063
Client 1,12,26.13,30.7,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,12,25.61,27.19,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,12,25.99,27.24,56.85,2,137,41,CNN 16k,non-IID,CIFAR-10,1766.39,0.5886,0.4898,1.3606,572.39,0.4583,0.4283,2.0047
Client 1,13,27.24,28.27,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,13,26.27,27.05,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,13,24.97,26.91,55.52,2,138,41,CNN 16k,non-IID,CIFAR-10,1748.78,0.5954,0.5038,1.3384,585.64,0.4628,0.4367,1.9448
Client 1,14,26.34,29.08,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,14,25.89,27.56,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,14,25.36,27.02,55.43,2,138,41,CNN 16k,non-IID,CIFAR-10,1697.91,0.6064,0.505,1.3034,588.92,0.4581,0.4302,1.9772
Client 1,15,26.76,27.42,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,15,26.4,27.31,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,15,25.08,26.22,54.2,2,138,41,CNN 16k,non-IID,CIFAR-10,1676.42,0.6116,0.5193,1.2704,573.24,0.474,0.4499,1.8945
Client 1,16,26.26,27.24,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,16,25.85,28.43,,2,137,42,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,16,26.47,26.8,54.35,2,137,41,CNN 16k,non-IID,CIFAR-10,1647.17,0.6182,0.5205,1.2619,588.12,0.4693,0.4418,1.9277
Client 1,17,27.32,27.1,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,17,25.96,27.4,,2,138,42,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,17,25.83,26.96,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,17,27.31,29.39,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,17,28.99,27.89,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,17,28.89,27.77,56.89,1,100,42,CNN 16k,non-IID,CIFAR-10,1553.25,0.6441,0.4973,1.2554,590.45,0.4567,0.4124,1.9953
Client 1,18,26.46,30.64,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,18,25.64,27.52,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,18,25.67,26.28,57.12,2,138,41,CNN 16k,non-IID,CIFAR-10,1609.67,0.6292,0.5314,1.209,571.59,0.4818,0.4557,1.8839
Client 1,19,27.03,27.15,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,19,26.41,27.8,,2,138,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,19,26.03,27.82,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,19,27.6,28.2,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,19,27.64,28.88,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,19,28.37,28.22,56.6,1,100,40,CNN 16k,non-IID,CIFAR-10,1489.64,0.6603,0.5177,1.2103,583.73,0.4657,0.4277,1.9611
Client 1,20,26.41,28.14,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,20,27.38,28.5,,2,137,40,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,20,26.62,28.16,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,20,27.71,29.65,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,20,27.72,28.78,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,20,28.08,29.41,57.51,1,100,40,CNN 16k,non-IID,CIFAR-10,1486.41,0.66,0.5167,1.2108,581.57,0.4684,0.4287,1.9538
