Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,39.26,31.3,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,37.84,28.72,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,38.01,29.9,73.72,2,200,38,CNN 16k,IID,CIFAR-10,3536.7,0.206,0.1525,3.0559,708.27,0.209,0.1537,3.0452
Client 1,2,41.0,31.3,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,42.82,32.35,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,40.43,30.33,75.19,2,200,38,CNN 16k,IID,CIFAR-10,2852.87,0.3169,0.2877,2.543,570.96,0.3173,0.2879,2.5386
Client 1,3,49.2,35.04,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,3,45.97,34.71,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,49.02,35.35,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,97.09,189.15,286.25,1,100,45,CNN 16k,IID,CIFAR-10,2670.61,0.3738,0.3568,2.3383,536.15,0.3688,0.3506,2.3926
Client 1,4,53.96,34.55,,2,199,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,4,50.95,34.61,,2,199,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,53.71,36.52,,2,199,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,4,108.08,187.83,295.92,1,100,45,CNN 16k,IID,CIFAR-10,2507.73,0.4154,0.3975,2.1823,505.36,0.4055,0.3872,2.2429
Client 1,5,49.48,34.44,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,5,47.74,34.72,,2,199,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,5,49.5,36.12,,2,200,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,5,102.29,186.94,289.24,1,100,47,CNN 16k,IID,CIFAR-10,2399.31,0.4431,0.4257,2.0581,484.93,0.4302,0.413,2.1275
