Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,26.43,0.22,24.48,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,27.13,0.11,23.99,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,28.1,0.12,25.86,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,26.44,0.08,24.89,87.82,1,100,21,CNN 16k,non-IID,CIFAR-10,1.31,0.5299,0.3815,1.4783,2.89,0.3382,0.2844,2.3671
Client 1,2,26.67,0.22,26.41,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,25.32,0.11,25.26,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,25.9,0.12,24.86,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,30.68,0.08,30.3,97.21,1,100,21,CNN 16k,non-IID,CIFAR-10,1.19,0.5715,0.4491,1.3716,2.56,0.3886,0.34,2.2372
Client 1,3,27.03,0.22,25.92,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,26.93,0.11,24.98,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,26.99,0.12,25.43,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,26.75,0.08,25.78,88.56,1,100,21,CNN 16k,non-IID,CIFAR-10,1.12,0.5982,0.4837,1.288,2.55,0.4028,0.3613,2.1902
Client 1,4,27.79,0.22,26.13,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,28.77,0.11,24.46,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,26.94,0.12,25.98,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,27.63,0.08,26.37,88.63,1,100,21,CNN 16k,non-IID,CIFAR-10,1.04,0.6255,0.522,1.1984,2.47,0.4335,0.3939,2.0737
Client 1,5,26.78,0.22,26.22,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,27.11,0.11,25.54,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,28.09,0.12,30.68,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,29.05,0.08,25.88,91.34,1,100,21,CNN 16k,non-IID,CIFAR-10,1.01,0.6369,0.5361,1.1776,2.54,0.4405,0.4,2.0711
Client 1,6,27.57,0.22,27.02,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,26.43,0.11,24.44,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,27.86,0.12,25.5,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,29.45,0.08,25.2,87.96,1,100,21,CNN 16k,non-IID,CIFAR-10,0.97,0.6552,0.5565,1.1169,2.53,0.4511,0.4113,2.027
Client 1,7,27.6,0.22,24.38,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,26.71,0.11,24.79,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,27.73,0.12,24.79,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,26.52,0.08,25.01,86.27,1,100,21,CNN 16k,non-IID,CIFAR-10,0.94,0.661,0.5713,1.1028,2.52,0.4568,0.4198,2.0168
Client 1,8,26.35,0.22,25.2,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,8,26.05,0.11,26.44,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,8,28.48,0.12,28.28,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,8,26.99,0.08,24.9,90.83,1,100,21,CNN 16k,non-IID,CIFAR-10,0.91,0.6748,0.5823,1.0566,2.5,0.4652,0.4252,2.0208
