Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 2,1,230.73,108.21,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,191.7,112.45,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,205.5,125.53,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,1,97.48,80.01,359.25,2,200,19,CNN 16k,IID,CIFAR-10,3277.74,0.2373,0.2009,2.8011,654.26,0.2427,0.2062,2.7697
Client 2,2,200.31,99.69,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,154.99,93.75,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,182.61,111.05,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,2,100.05,66.08,300.03,2,200,19,CNN 16k,IID,CIFAR-10,2779.11,0.3576,0.3356,2.3472,553.68,0.3628,0.3399,2.3194
Client 2,3,152.11,111.04,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,3,121.36,91.93,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,3,148.29,124.35,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,3,66.72,56.99,272.69,2,200,19,CNN 16k,IID,CIFAR-10,2532.2,0.4145,0.3989,2.165,505.89,0.4158,0.3994,2.1634
Client 2,4,161.3,95.49,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,4,112.69,88.64,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,4,145.91,108.92,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,4,71.75,50.27,256.85,2,200,19,CNN 16k,IID,CIFAR-10,2416.23,0.4428,0.4323,2.0353,482.9,0.4461,0.435,2.0343
Client 2,5,200.19,160.08,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,5,135.5,148.19,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,5,192.79,170.73,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,5,85.66,61.42,363.56,2,199,19,CNN 16k,IID,CIFAR-10,2345.15,0.4565,0.4418,1.9883,469.6,0.4567,0.4411,1.9934
Client 2,6,280.19,170.74,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,6,202.57,105.57,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,6,250.79,186.16,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,6,124.21,92.58,450.96,2,200,19,CNN 16k,IID,CIFAR-10,2250.64,0.4793,0.4672,1.9181,452.24,0.4787,0.4656,1.9223
Client 2,7,258.83,135.22,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,7,228.65,91.88,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,7,231.82,113.06,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,7,168.06,55.17,394.09,2,200,19,CNN 16k,IID,CIFAR-10,2183.89,0.497,0.4873,1.8525,442.01,0.4931,0.4825,1.8668
Client 2,8,174.22,160.93,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,8,100.07,80.43,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,8,112.49,91.07,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,8,67.81,44.33,335.16,2,200,19,CNN 16k,IID,CIFAR-10,2121.68,0.5121,0.5079,1.774,431.54,0.5067,0.502,1.7893
Client 2,9,191.03,188.34,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,9,80.11,62.46,,1,100,44,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,9,117.53,127.97,,1,100,40,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,9,68.66,45.6,379.4,2,200,19,CNN 16k,IID,CIFAR-10,2085.04,0.5198,0.5133,1.7382,427.01,0.5114,0.5043,1.7574
