Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 23,1,24.03,0.08,24.16,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,1,23.65,0.48,24.2,,2,113,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,1,25.49,0.17,25.24,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,1,28.16,0.29,25.53,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,1,26.09,0.21,25.06,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,1,25.62,0.17,25.37,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,1,24.64,0.18,24.72,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,1,25.22,0.08,24.27,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,1,25.36,0.15,25.31,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,1,24.1,0.21,23.87,135.48,1,100,21,CNN 16k,non-IID,CIFAR-10,1.16,0.6002,0.3134,1.3513,3.26,0.2889,0.2015,2.6605
Client 23,2,8.03,0.05,8.01,,2,179,36,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,2,24.61,0.48,25.81,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,2,25.59,0.17,24.57,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,2,26.3,0.29,25.74,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,2,25.81,0.21,25.52,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,2,26.47,0.17,25.55,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,2,25.36,0.18,24.72,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,2,10.05,0.05,9.21,,1,100,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,2,25.94,0.15,26.0,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,2,25.58,0.21,25.0,129.37,1,100,21,CNN 16k,non-IID,CIFAR-10,1.08,0.6234,0.3672,1.2437,2.84,0.3183,0.2399,2.5293
Client 23,3,8.68,0.05,8.56,,2,171,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,3,25.09,0.48,25.29,,2,123,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,3,25.56,0.17,24.8,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,3,25.39,0.29,24.48,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,3,25.77,0.21,24.89,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,3,26.06,0.17,25.37,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,3,25.71,0.18,24.41,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,3,11.43,0.05,9.59,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,3,25.89,0.15,25.13,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,3,25.75,0.21,25.2,85.02,1,100,21,CNN 16k,non-IID,CIFAR-10,1.02,0.6433,0.404,1.1899,2.65,0.3408,0.2709,2.462
Client 23,4,7.7,0.05,7.45,,2,173,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,4,8.64,0.05,7.91,,2,153,49,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,4,10.51,0.05,9.93,,1,100,43,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,4,10.86,0.05,9.17,,1,100,39,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,4,26.56,0.21,26.71,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,4,9.83,0.05,8.79,,1,100,39,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,4,26.55,0.18,26.03,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,4,10.99,0.05,10.39,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
