Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,118.48,80.56,,1,100,93,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,1,115.31,89.77,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,1,131.08,128.64,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,1,85.16,52.1,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,1,47.4,33.02,272.06,2,200,19,CNN 16k,IID,CIFAR-10,3114.12,0.2757,0.236,2.6797,621.33,0.2783,0.2374,2.6523
Client 1,2,110.44,81.76,,1,100,93,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 2,2,104.93,90.72,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 3,2,72.31,60.16,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 4,2,115.37,98.6,,1,100,38,CNN 16k,IID,CIFAR-10,,,,,,,,
Client 5,2,45.5,35.93,214.02,2,199,19,CNN 16k,IID,CIFAR-10,2770.26,0.353,0.3309,2.3211,553.52,0.355,0.332,2.3142
