Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 23,1,22.57,0.17,22.97,,2,115,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,1,23.69,0.14,24.88,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,1,23.15,0.12,24.51,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,1,23.12,0.11,24.39,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,1,22.96,0.16,22.9,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,1,27.43,0.08,24.38,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,1,26.21,0.15,26.51,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,1,23.91,0.13,23.89,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,1,24.55,0.08,24.07,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,1,23.89,0.12,23.94,132.63,1,100,21,CNN 16k,non-IID,CIFAR-10,1.36,0.5137,0.3334,1.7429,2.74,0.3134,0.2402,2.4465
Client 23,2,23.64,0.17,23.86,,2,123,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,2,23.84,0.14,23.21,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,2,22.76,0.12,23.6,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,2,23.86,0.11,22.85,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,2,23.8,0.16,22.26,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,2,8.38,0.05,7.65,,1,100,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,2,25.54,0.15,24.6,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,2,24.48,0.13,23.9,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,2,9.27,0.05,8.23,,1,100,33,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,2,24.84,0.12,24.19,149.37,1,100,21,CNN 16k,non-IID,CIFAR-10,1.25,0.5501,0.3967,1.6557,2.44,0.3541,0.2923,2.3681
Client 23,3,21.69,0.17,23.07,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,3,22.78,0.14,23.93,,2,123,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,3,23.31,0.12,24.44,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,3,22.91,0.11,22.98,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,3,23.44,0.16,22.47,,2,123,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,3,9.63,0.05,9.34,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,3,23.12,0.15,22.98,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,3,23.08,0.13,22.55,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,3,10.75,0.05,10.05,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,3,23.47,0.12,23.62,78.47,1,100,21,CNN 16k,non-IID,CIFAR-10,1.19,0.5752,0.4361,1.5736,2.27,0.3829,0.327,2.2845
Client 23,4,9.77,0.05,7.62,,2,156,38,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,4,7.53,0.05,7.83,,2,177,43,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,4,7.97,0.05,7.34,,2,170,37,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,4,8.11,0.05,7.93,,2,163,38,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,4,7.34,0.05,6.57,,2,180,42,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,4,9.78,0.05,8.85,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,4,9.12,0.05,7.8,,1,100,43,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,4,9.32,0.05,8.53,,1,100,37,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,4,10.27,0.05,9.06,,1,100,44,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,4,9.81,0.05,9.03,216.57,1,100,35,CNN 16k,non-IID,CIFAR-10,1.31,0.4791,0.46,1.9436,2.18,0.4219,0.3768,2.1183
