Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,1.18,0.08,5.48,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,1.18,0.15,5.13,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,1.26,0.13,5.09,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,1.43,0.12,5.63,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,1,1.36,0.13,5.67,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,1,1.55,0.17,5.68,85.8,1,100,21,CNN 16k,non-IID,CIFAR-10,1.96,0.2849,0.1079,2.9142,2.63,0.1399,0.0643,3.324
Client 1,2,3.08,0.32,7.12,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,3.75,0.28,6.51,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,3.88,0.07,8.17,,2,104,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,3.77,0.12,7.41,,1,100,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,2,3.69,0.3,6.89,,1,100,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,2,3.71,0.08,7.45,87.43,1,100,20,CNN 16k,non-IID,CIFAR-10,1.59,0.4293,0.1823,1.9435,3.09,0.1888,0.108,2.9235
Client 1,3,4.11,0.13,8.86,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,4.0,0.09,8.25,,2,104,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,3.57,0.2,7.98,,2,104,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,4.42,0.08,7.86,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,3,4.39,0.09,8.8,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,3,4.25,0.35,8.05,94.14,1,100,19,CNN 16k,non-IID,CIFAR-10,1.58,0.4219,0.2548,2.1319,2.68,0.2531,0.1805,2.8651
Client 1,4,4.95,0.12,8.78,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,4.84,0.09,9.15,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,5.09,0.12,8.56,,2,105,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,5.1,0.24,9.38,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,4,5.8,0.08,10.1,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,4,6.23,0.12,8.75,100.01,1,100,19,CNN 16k,non-IID,CIFAR-10,1.52,0.4478,0.3135,1.8127,2.55,0.2942,0.2273,2.5486
Client 1,5,7.77,0.12,10.1,,2,106,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,8.79,0.17,9.2,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,9.01,0.11,9.2,,2,106,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,8.87,0.16,9.7,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,5,8.49,0.17,10.17,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,5,9.31,0.18,10.21,105.13,1,100,19,CNN 16k,non-IID,CIFAR-10,1.37,0.5166,0.3063,1.51,2.45,0.2927,0.2029,2.6529
Client 1,6,10.33,0.23,11.98,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,9.97,0.2,12.54,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,9.53,0.15,11.85,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,10.53,0.21,10.55,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,6,12.0,0.17,11.01,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,6,11.21,0.14,11.21,108.29,1,100,19,CNN 16k,non-IID,CIFAR-10,1.21,0.5759,0.3446,1.5884,2.42,0.3108,0.235,2.5565
Client 1,7,12.45,0.09,11.17,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,12.55,0.15,12.45,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,10.33,0.18,12.3,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,11.19,0.08,11.7,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,7,10.66,0.1,12.25,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,7,11.89,0.19,12.82,114.66,1,100,19,CNN 16k,non-IID,CIFAR-10,1.29,0.5346,0.3942,1.8432,2.27,0.3501,0.2938,2.4398
Client 1,8,11.85,0.16,12.98,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,8,11.21,0.17,12.9,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,8,12.13,0.09,12.24,,2,107,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,8,12.02,0.07,12.42,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,8,11.41,0.09,13.78,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,8,12.25,0.15,12.97,119.43,1,100,19,CNN 16k,non-IID,CIFAR-10,1.28,0.5428,0.4203,1.7775,2.08,0.3753,0.3259,2.2628
Client 1,9,11.52,0.2,14.3,,2,108,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,9,11.76,0.09,13.46,,2,108,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,9,10.81,0.19,13.61,,2,108,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,9,11.31,0.12,14.2,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,9,12.26,0.12,14.31,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,9,11.67,0.16,14.33,112.28,1,100,19,CNN 16k,non-IID,CIFAR-10,1.18,0.5782,0.4227,1.49,2.22,0.3637,0.3107,2.3712
Client 1,10,12.71,0.09,13.83,,2,109,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,10,12.8,0.2,15.55,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,10,12.89,0.21,13.74,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,10,13.71,0.12,14.39,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,10,13.48,0.14,14.83,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,10,13.45,0.1,14.1,111.93,1,100,19,CNN 16k,non-IID,CIFAR-10,1.17,0.5813,0.4205,1.5091,2.24,0.3748,0.306,2.3318
Client 1,11,14.31,0.05,15.45,,2,109,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,11,13.86,0.21,16.47,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,11,13.67,0.1,15.42,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,11,14.29,0.08,15.43,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,11,14.18,0.11,14.19,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,11,14.83,0.25,15.38,119.7,1,100,19,CNN 16k,non-IID,CIFAR-10,1.17,0.5777,0.4584,1.4203,2.17,0.3938,0.3461,2.3018
Client 1,12,14.67,0.14,18.88,,2,110,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,12,14.85,0.14,17.67,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,12,13.56,0.08,17.22,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,12,15.62,0.25,17.34,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,12,15.58,0.14,18.52,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,12,14.54,0.32,17.38,119.32,1,100,19,CNN 16k,non-IID,CIFAR-10,1.08,0.6104,0.4246,1.2812,2.29,0.3676,0.3023,2.4207
Client 1,13,17.82,0.14,18.39,,2,109,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,13,18.57,0.12,19.88,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,13,17.37,0.1,19.09,,2,109,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,13,19.07,0.09,20.63,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,13,20.01,0.17,20.58,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,13,19.67,0.27,18.69,142.77,1,100,19,CNN 16k,non-IID,CIFAR-10,1.09,0.6045,0.4838,1.4088,2.08,0.4073,0.3655,2.171
Client 1,14,17.32,0.08,20.9,,2,110,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,14,18.68,0.1,19.68,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,14,17.62,0.07,19.67,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,14,18.6,0.15,21.55,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,14,19.55,0.11,22.35,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,14,18.8,0.11,22.37,138.66,1,100,19,CNN 16k,non-IID,CIFAR-10,1.09,0.6083,0.5222,1.5227,2.05,0.4462,0.4008,2.0921
Client 1,15,26.52,0.15,27.15,,2,110,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,15,25.5,0.07,28.83,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,15,28.71,0.13,26.5,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,15,30.81,0.32,29.78,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,15,31.21,0.13,33.04,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,15,30.52,0.08,30.75,184.75,1,100,19,CNN 16k,non-IID,CIFAR-10,1.04,0.6288,0.4894,1.3833,2.13,0.4073,0.3562,2.2176
Client 1,16,27.26,0.14,29.46,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,16,27.97,0.07,31.42,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,16,26.87,0.19,29.15,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,16,30.52,0.26,30.68,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,16,30.48,0.16,31.14,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,16,30.1,0.11,30.45,200.0,1,100,19,CNN 16k,non-IID,CIFAR-10,1.0,0.6436,0.5006,1.3254,2.04,0.4136,0.3677,2.0952
Client 1,17,28.24,0.13,31.49,,2,110,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
