Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 11,1,31.43,29.7,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 12,1,31.6,28.95,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 13,1,30.05,28.8,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 14,1,33.62,28.67,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 15,1,29.84,28.32,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 16,1,30.1,27.91,69.71,2,138,41,CNN 16k,non-IID,CIFAR-10,1.19,0.581,0.3683,1.5072,2.84,0.3274,0.2556,2.6155
