Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 23,1,28.7,0.13,28.78,,2,113,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,1,28.71,0.2,28.88,,2,113,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,1,31.06,0.18,30.11,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,1,31.14,0.08,30.39,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,1,30.34,0.2,29.85,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,1,31.16,0.18,31.48,158.34,1,100,21,CNN 16k,non-IID,CIFAR-10,1.21,0.5797,0.3232,1.4653,2.82,0.3038,0.2199,2.4895
Client 23,2,27.98,0.13,28.36,,2,121,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,2,27.05,0.2,27.82,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,2,29.64,0.18,28.97,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,2,31.56,0.08,32.58,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,2,30.81,0.2,29.73,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,2,30.66,0.18,29.69,102.82,1,100,21,CNN 16k,non-IID,CIFAR-10,1.13,0.6051,0.3719,1.3718,2.62,0.3288,0.2568,2.3894
Client 23,3,27.88,0.13,27.99,,2,123,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,3,27.47,0.2,27.14,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,3,30.05,0.18,29.72,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,3,29.89,0.08,30.68,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,3,30.62,0.2,27.94,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,3,30.28,0.18,29.82,98.91,1,100,21,CNN 16k,non-IID,CIFAR-10,1.07,0.6315,0.4225,1.3042,2.45,0.3663,0.2976,2.3012
Client 23,4,29.78,0.13,27.72,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,4,28.24,0.2,27.46,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,4,30.26,0.18,29.15,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,4,30.29,0.08,28.64,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,4,29.55,0.2,28.84,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,4,30.71,0.18,29.49,97.21,1,100,21,CNN 16k,non-IID,CIFAR-10,1.02,0.6456,0.4459,1.247,2.4,0.3786,0.3156,2.2469
Client 23,5,28.6,0.13,29.47,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,5,28.83,0.2,29.14,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,5,31.53,0.18,30.94,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,5,32.41,0.08,29.82,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,5,31.62,0.2,29.83,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,5,31.96,0.18,31.32,100.73,1,100,21,CNN 16k,non-IID,CIFAR-10,0.98,0.6599,0.4737,1.1792,2.32,0.3929,0.3346,2.1584
Client 23,6,28.88,0.13,29.09,,2,121,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,6,28.28,0.2,28.81,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,6,31.81,0.18,29.72,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,6,30.28,0.08,29.86,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,6,30.05,0.2,29.46,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,6,31.79,0.18,30.28,97.48,1,100,21,CNN 16k,non-IID,CIFAR-10,0.96,0.6655,0.4893,1.1671,2.32,0.3998,0.3467,2.1747
Client 23,7,26.6,0.13,26.96,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,7,26.6,0.2,27.29,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,7,29.71,0.18,30.66,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,7,30.5,0.08,27.75,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,7,28.75,0.2,28.61,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,7,30.15,0.18,28.28,98.41,1,100,21,CNN 16k,non-IID,CIFAR-10,0.93,0.6754,0.5095,1.1316,2.27,0.4173,0.3638,2.0917
Client 23,8,27.16,0.13,30.39,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,8,27.21,0.2,26.87,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,8,28.74,0.18,28.08,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,8,28.94,0.08,28.72,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,8,29.54,0.2,28.63,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,8,30.04,0.18,28.29,93.85,1,100,21,CNN 16k,non-IID,CIFAR-10,0.91,0.6821,0.5148,1.1017,2.3,0.4136,0.3637,2.1069
Client 23,9,27.9,0.13,27.79,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,9,29.64,0.2,29.04,,2,122,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,9,29.92,0.18,28.53,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,9,29.73,0.08,28.5,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,9,29.37,0.2,28.92,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
