Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,26.19,0.37,25.37,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,25.55,0.15,24.43,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,25.5,0.14,23.5,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,26.32,0.22,24.07,84.95,1,100,21,CNN 16k,non-IID,CIFAR-10,1.12,0.5972,0.3221,1.4148,3.29,0.2933,0.2107,2.7159
Client 1,2,24.74,0.37,23.85,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,25.01,0.15,25.84,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,26.27,0.14,23.64,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,26.28,0.22,24.88,83.88,1,100,21,CNN 16k,non-IID,CIFAR-10,1.04,0.6249,0.3553,1.335,3.03,0.3158,0.2372,2.702
Client 1,3,25.62,0.37,24.57,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,24.43,0.15,24.62,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,26.24,0.14,24.78,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,25.8,0.22,24.59,82.65,1,100,21,CNN 16k,non-IID,CIFAR-10,0.97,0.6478,0.3883,1.2408,2.99,0.3362,0.2609,2.5341
Client 1,4,25.7,0.37,24.68,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,24.07,0.15,23.37,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,26.36,0.14,24.92,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,26.29,0.22,24.34,82.63,1,100,21,CNN 16k,non-IID,CIFAR-10,0.92,0.6708,0.4153,1.1555,3.01,0.3464,0.2698,2.5217
Client 1,5,25.87,0.37,25.55,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,25.63,0.15,24.48,,2,133,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,26.66,0.14,24.77,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,25.74,0.22,24.75,83.21,1,100,21,CNN 16k,non-IID,CIFAR-10,0.89,0.6816,0.4313,1.1019,3.07,0.3549,0.2812,2.4508
Client 1,6,25.86,0.37,24.12,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,25.11,0.15,24.76,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,25.72,0.14,24.55,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,26.18,0.22,23.74,81.58,1,100,21,CNN 16k,non-IID,CIFAR-10,0.85,0.6974,0.4508,1.0566,3.0,0.3586,0.2901,2.4554
Client 1,7,26.25,0.37,23.45,,2,133,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,26.47,0.15,24.58,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,27.29,0.14,24.64,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,27.53,0.22,24.51,84.48,1,100,21,CNN 16k,non-IID,CIFAR-10,0.82,0.7074,0.4661,1.0071,3.03,0.3725,0.3012,2.426
Client 1,8,26.81,0.37,24.77,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,8,25.27,0.15,23.09,,2,133,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,8,25.79,0.14,24.0,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,8,28.12,0.22,25.0,84.47,1,100,21,CNN 16k,non-IID,CIFAR-10,0.8,0.7162,0.4763,0.9645,2.96,0.3686,0.2999,2.4109
Client 1,9,26.34,0.37,25.34,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,9,26.68,0.15,24.7,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,9,26.76,0.14,25.66,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,9,25.41,0.22,24.26,83.94,1,100,21,CNN 16k,non-IID,CIFAR-10,0.78,0.7212,0.5057,0.95,2.91,0.3841,0.3254,2.3431
Client 1,10,27.47,0.37,24.7,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,10,25.38,0.15,26.85,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,10,28.74,0.14,25.26,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,10,25.27,0.22,25.56,89.6,1,100,21,CNN 16k,non-IID,CIFAR-10,0.77,0.7252,0.5078,0.9238,2.95,0.3839,0.3203,2.3298
Client 1,11,26.32,0.37,24.99,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,11,26.82,0.15,24.99,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,11,27.6,0.14,25.61,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,11,28.28,0.22,24.74,88.79,1,100,21,CNN 16k,non-IID,CIFAR-10,0.76,0.7281,0.5035,0.9277,3.03,0.3768,0.3129,2.3897
Client 1,12,25.76,0.37,24.94,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,12,24.26,0.15,23.56,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,12,26.78,0.14,25.05,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,12,25.71,0.22,24.29,83.57,1,100,21,CNN 16k,non-IID,CIFAR-10,0.74,0.7393,0.5292,0.8962,2.9,0.3911,0.3313,2.3401
Client 1,13,28.14,0.37,24.94,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,13,25.61,0.15,24.41,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,13,27.86,0.14,25.85,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,13,27.82,0.22,27.62,89.12,1,100,21,CNN 16k,non-IID,CIFAR-10,0.73,0.7419,0.5304,0.8746,2.97,0.3911,0.3289,2.3379
Client 1,14,27.23,0.37,27.29,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,14,28.21,0.15,26.28,,2,129,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,14,27.51,0.14,26.19,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,14,28.32,0.22,26.03,90.31,1,100,21,CNN 16k,non-IID,CIFAR-10,0.71,0.7486,0.5383,0.8504,3.02,0.3834,0.3237,2.3774
Client 1,15,26.96,0.37,26.55,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,15,26.31,0.15,25.33,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,15,27.49,0.14,25.82,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,15,27.81,0.22,26.58,89.16,1,100,21,CNN 16k,non-IID,CIFAR-10,0.71,0.7465,0.5384,0.8541,2.97,0.3847,0.3255,2.3346
Client 1,16,26.57,0.37,26.21,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,16,26.89,0.15,25.46,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,16,28.27,0.14,27.65,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,16,27.69,0.22,26.49,89.11,1,100,21,CNN 16k,non-IID,CIFAR-10,0.7,0.75,0.5469,0.8489,3.04,0.3871,0.3299,2.35
Client 1,17,26.59,0.37,25.65,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,17,27.45,0.15,26.51,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,17,27.77,0.14,26.1,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,17,28.36,0.22,28.36,90.0,1,100,21,CNN 16k,non-IID,CIFAR-10,0.67,0.7644,0.5667,0.8092,3.0,0.3944,0.335,2.3329
Client 1,18,27.72,0.37,27.74,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,18,27.03,0.15,26.31,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,18,28.53,0.14,25.44,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,18,27.84,0.22,25.75,89.61,1,100,21,CNN 16k,non-IID,CIFAR-10,0.67,0.7634,0.5858,0.8088,2.89,0.4028,0.3477,2.2846
Client 1,19,27.49,0.37,26.07,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,19,26.76,0.15,25.68,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,19,28.22,0.14,25.73,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,19,27.22,0.22,25.9,86.98,1,100,21,CNN 16k,non-IID,CIFAR-10,0.66,0.7669,0.5908,0.7725,2.95,0.3979,0.3484,2.2641
Client 1,20,26.22,0.37,27.79,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,20,26.18,0.15,25.76,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,20,27.93,0.14,26.27,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,20,29.02,0.22,25.36,87.63,1,100,21,CNN 16k,non-IID,CIFAR-10,0.64,0.7718,0.5908,0.7681,2.96,0.3982,0.3441,2.2815
